class,line,callee,type,label
BenchmarkTest01504,66,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest02783,62,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest00934,84,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest10884,55,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest00884,84,Statement.addBatch,sqli,falsepositive
BenchmarkTest15287,50,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest12147,51,Connection.prepareCall,sqli,falsepositive
BenchmarkTest20934,51,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest09022,54,Statement.execute,sqli,falsepositive
BenchmarkTest05885,62,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest02745,62,Connection.prepareCall,sqli,falsepositive
BenchmarkTest18439,54,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest17198,50,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest00864,78,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest14084,51,Statement.execute,sqli,falsepositive
BenchmarkTest14022,51,Connection.prepareCall,sqli,falsepositive
BenchmarkTest14067,51,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest09694,54,Statement.execute,sqli,falsepositive
BenchmarkTest10872,55,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest20345,50,Statement.addBatch,sqli,falsepositive
BenchmarkTest03432,58,Statement.addBatch,sqli,falsepositive
BenchmarkTest14123,51,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest13440,50,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest08380,50,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest16537,54,Connection.prepareCall,sqli,falsepositive
BenchmarkTest07803,68,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest10253,50,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest11510,54,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest19724,54,Statement.execute,sqli,falsepositive
BenchmarkTest19021,51,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest06546,58,Statement.executeQuery,sqli,falsepositive
BenchmarkTest11555,54,Statement.execute,sqli,falsepositive
BenchmarkTest10298,50,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest13406,50,Connection.prepareCall,sqli,falsepositive
BenchmarkTest07162,54,Statement.execute,sqli,falsepositive
BenchmarkTest19066,51,Statement.execute,sqli,falsepositive
BenchmarkTest07764,68,Statement.execute,sqli,falsepositive
BenchmarkTest20993,51,Statement.execute,sqli,falsepositive
BenchmarkTest20947,51,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest05316,59,Statement.executeQuery,sqli,falsepositive
BenchmarkTest07116,72,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest17772,55,Connection.prepareCall,sqli,falsepositive
BenchmarkTest14106,51,Statement.execute,sqli,falsepositive
BenchmarkTest02777,70,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest07133,59,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest03381,66,Connection.prepareCall,sqli,falsepositive
BenchmarkTest11584,54,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest07195,54,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest05261,67,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest04047,63,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest10308,50,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest07128,54,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest20981,51,Statement.execute,sqli,falsepositive
BenchmarkTest02821,62,Statement.execute,sqli,falsepositive
BenchmarkTest05328,67,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest07718,68,Connection.prepareCall,sqli,falsepositive
BenchmarkTest05918,64,Statement.execute,sqli,falsepositive
BenchmarkTest12183,51,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest20914,51,Connection.prepareCall,sqli,falsepositive
BenchmarkTest12773,54,Connection.prepareCall,sqli,falsepositive
BenchmarkTest14096,51,Statement.execute,sqli,falsepositive
BenchmarkTest20976,51,Statement.execute,sqli,falsepositive
BenchmarkTest17868,55,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest04717,75,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest16566,54,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest21000,51,Statement.executeQuery,sqli,falsepositive
BenchmarkTest18405,54,Connection.prepareCall,sqli,falsepositive
BenchmarkTest14055,51,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest16571,54,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest20378,50,Statement.executeQuery,sqli,falsepositive
BenchmarkTest03420,71,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest08363,50,Connection.prepareCall,sqli,falsepositive
BenchmarkTest05300,59,Statement.execute,sqli,falsepositive
BenchmarkTest04093,76,Statement.execute,sqli,falsepositive
BenchmarkTest13423,50,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest06563,58,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest01496,71,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest06491,66,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest19712,54,Statement.execute,sqli,falsepositive
BenchmarkTest10265,50,Statement.addBatch,sqli,falsepositive
BenchmarkTest04705,62,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest17835,55,Statement.execute,sqli,falsepositive
BenchmarkTest07112,53,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest12234,51,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest08435,50,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest14766,68,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest19078,51,Statement.execute,sqli,falsepositive
BenchmarkTest19757,54,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest14079,51,Statement.execute,sqli,falsepositive
BenchmarkTest19087,51,Statement.executeQuery,sqli,falsepositive
BenchmarkTest17225,50,Statement.execute,sqli,falsepositive
BenchmarkTest14721,68,Statement.addBatch,sqli,falsepositive
BenchmarkTest20935,51,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest14674,68,Connection.prepareCall,sqli,falsepositive
BenchmarkTest12217,51,Statement.execute,sqli,falsepositive
BenchmarkTest07149,53,Statement.execute,sqli,falsepositive
BenchmarkTest19703,54,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest07121,54,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest01559,66,Statement.executeQuery,sqli,falsepositive
BenchmarkTest13411,50,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest16542,54,Connection.prepareCall,sqli,falsepositive
BenchmarkTest03436,58,Statement.execute,sqli,falsepositive
BenchmarkTest10935,55,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest01475,58,Connection.prepareCall,sqli,falsepositive
BenchmarkTest05884,62,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest07166,59,Statement.execute,sqli,falsepositive
BenchmarkTest20952,51,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest21024,51,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest02187,62,Statement.execute,sqli,falsepositive
BenchmarkTest13490,50,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest02218,62,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest14080,51,Statement.execute,sqli,falsepositive
BenchmarkTest05282,67,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest10212,50,Connection.prepareCall,sqli,falsepositive
BenchmarkTest14111,51,Statement.executeQuery,sqli,falsepositive
BenchmarkTest13452,50,Statement.execute,sqli,falsepositive
BenchmarkTest18479,54,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest20395,50,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest12800,54,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest04662,64,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest05298,72,Statement.execute,sqli,falsepositive
BenchmarkTest07178,72,Statement.executeQuery,sqli,falsepositive
BenchmarkTest07150,72,Statement.execute,sqli,falsepositive
BenchmarkTest20964,51,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest21012,51,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest16583,54,Statement.addBatch,sqli,falsepositive
BenchmarkTest13402,50,Connection.prepareCall,sqli,falsepositive
BenchmarkTest17191,50,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest03411,66,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest19719,54,Statement.execute,sqli,falsepositive
BenchmarkTest16614,54,Statement.executeQuery,sqli,falsepositive
BenchmarkTest16617,54,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest19071,51,Statement.execute,sqli,falsepositive
BenchmarkTest14038,51,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest00322,51,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest09653,54,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest06551,58,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest01484,66,Connection.prepareCall,sqli,falsepositive
BenchmarkTest01585,58,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest03393,60,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest04671,75,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest02756,64,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest14051,51,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest12828,54,Statement.execute,sqli,falsepositive
BenchmarkTest00325,51,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest10294,50,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest09700,54,Statement.executeQuery,sqli,falsepositive
BenchmarkTest18463,54,Statement.execute,sqli,falsepositive
BenchmarkTest13468,50,Statement.execute,sqli,falsepositive
BenchmarkTest07191,53,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest17200,50,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest20923,51,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest20926,51,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest07137,59,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest14763,68,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest00911,76,Statement.executeQuery,sqli,falsepositive
BenchmarkTest10880,55,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest20985,51,Statement.execute,sqli,falsepositive
BenchmarkTest04641,70,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest17832,55,Statement.execute,sqli,falsepositive
BenchmarkTest07772,68,Statement.execute,sqli,falsepositive
BenchmarkTest03424,58,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest06469,66,Connection.prepareCall,sqli,falsepositive
BenchmarkTest14131,51,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest20353,50,Statement.execute,sqli,falsepositive
BenchmarkTest07154,59,Statement.execute,sqli,falsepositive
BenchmarkTest12816,54,Statement.execute,sqli,falsepositive
BenchmarkTest03469,58,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest04023,63,Connection.prepareCall,sqli,falsepositive
BenchmarkTest14059,51,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest20940,51,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest20298,50,Connection.prepareCall,sqli,falsepositive
BenchmarkTest14092,51,Statement.execute,sqli,falsepositive
BenchmarkTest02199,75,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest06508,60,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest06538,58,Statement.execute,sqli,falsepositive
BenchmarkTest12162,51,Connection.prepareCall,sqli,falsepositive
BenchmarkTest01471,66,Connection.prepareCall,sqli,falsepositive
BenchmarkTest20938,51,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest14716,68,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest05939,75,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest07739,68,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest02741,75,Connection.prepareCall,sqli,falsepositive
BenchmarkTest17847,55,Statement.execute,sqli,falsepositive
BenchmarkTest17189,50,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest07169,59,Statement.execute,sqli,falsepositive
BenchmarkTest19659,54,Connection.prepareCall,sqli,falsepositive
BenchmarkTest20955,51,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest12214,51,Statement.execute,sqli,falsepositive
BenchmarkTest01511,71,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest21021,51,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest12192,51,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest20319,50,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest10215,50,Connection.prepareCall,sqli,falsepositive
BenchmarkTest18401,54,Connection.prepareCall,sqli,falsepositive
BenchmarkTest05324,67,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest02785,62,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest14701,68,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest19728,54,Statement.execute,sqli,falsepositive
BenchmarkTest06470,58,Connection.prepareCall,sqli,falsepositive
BenchmarkTest07108,59,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest15316,50,Statement.addBatch,sqli,falsepositive
BenchmarkTest07136,53,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest06509,58,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest03384,71,Connection.prepareCall,sqli,falsepositive
BenchmarkTest14127,51,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest07086,54,Connection.prepareCall,sqli,falsepositive
BenchmarkTest09670,54,Statement.addBatch,sqli,falsepositive
BenchmarkTest02790,62,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest14063,51,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest12820,54,Statement.execute,sqli,falsepositive
BenchmarkTest07198,54,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest02172,62,Statement.execute,sqli,falsepositive
BenchmarkTest18475,54,Statement.executeQuery,sqli,falsepositive
BenchmarkTest20984,51,Statement.execute,sqli,falsepositive
BenchmarkTest02209,70,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest01540,66,Statement.execute,sqli,falsepositive
BenchmarkTest04052,76,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest12845,54,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest13459,50,Statement.execute,sqli,falsepositive
BenchmarkTest20911,51,Connection.prepareCall,sqli,falsepositive
BenchmarkTest14102,51,Statement.execute,sqli,falsepositive
BenchmarkTest12191,51,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest07723,68,Connection.prepareCall,sqli,falsepositive
BenchmarkTest20922,51,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest05325,59,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest07125,53,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest07790,68,Statement.executeQuery,sqli,falsepositive
BenchmarkTest02757,62,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest19045,51,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest20386,50,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest17229,50,Statement.execute,sqli,falsepositive
BenchmarkTest17173,50,Connection.prepareCall,sqli,falsepositive
BenchmarkTest19720,54,Statement.execute,sqli,falsepositive
BenchmarkTest14088,51,Statement.execute,sqli,falsepositive
BenchmarkTest01527,60,Statement.addBatch,sqli,falsepositive
BenchmarkTest17827,55,Statement.addBatch,sqli,falsepositive
BenchmarkTest14058,51,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest14694,68,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest19109,51,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest19091,51,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest09668,54,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest11496,54,Connection.prepareCall,sqli,falsepositive
BenchmarkTest14717,68,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest17796,55,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest17865,55,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest17788,55,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest17242,50,Statement.executeQuery,sqli,falsepositive
BenchmarkTest14103,51,Statement.execute,sqli,falsepositive
BenchmarkTest14087,51,Statement.execute,sqli,falsepositive
BenchmarkTest14081,51,Statement.execute,sqli,falsepositive
BenchmarkTest12827,54,Statement.execute,sqli,falsepositive
BenchmarkTest13482,50,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest21016,51,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest11535,54,Statement.addBatch,sqli,falsepositive
BenchmarkTest10897,55,Statement.addBatch,sqli,falsepositive
BenchmarkTest14109,51,Statement.executeQuery,sqli,falsepositive
BenchmarkTest08427,50,Statement.execute,sqli,falsepositive
BenchmarkTest04090,65,Statement.execute,sqli,falsepositive
BenchmarkTest07174,59,Statement.executeQuery,sqli,falsepositive
BenchmarkTest19025,51,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest00859,78,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest11526,54,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest07120,61,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest05892,62,Statement.addBatch,sqli,falsepositive
BenchmarkTest02845,62,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest04118,76,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest09034,54,Statement.execute,sqli,falsepositive
BenchmarkTest02179,75,Statement.execute,sqli,falsepositive
BenchmarkTest07759,68,Statement.addBatch,sqli,falsepositive
BenchmarkTest14072,51,Statement.addBatch,sqli,falsepositive
BenchmarkTest21007,51,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest02134,75,Connection.prepareCall,sqli,falsepositive
BenchmarkTest17797,55,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest12790,54,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest18464,54,Statement.execute,sqli,falsepositive
BenchmarkTest20909,51,Connection.prepareCall,sqli,falsepositive
BenchmarkTest20960,51,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest12242,51,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest11517,54,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest17803,55,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest13444,50,Statement.addBatch,sqli,falsepositive
BenchmarkTest16634,54,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest12179,51,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest15967,54,Statement.executeQuery,sqli,falsepositive
BenchmarkTest06531,60,Statement.execute,sqli,falsepositive
BenchmarkTest06537,60,Statement.execute,sqli,falsepositive
BenchmarkTest00843,76,Connection.prepareCall,sqli,falsepositive
BenchmarkTest03400,66,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest17856,55,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest09648,54,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest10289,50,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest21020,51,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest09690,54,Statement.execute,sqli,falsepositive
BenchmarkTest14043,51,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest19711,54,Statement.execute,sqli,falsepositive
BenchmarkTest18430,54,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest14097,51,Statement.execute,sqli,falsepositive
BenchmarkTest04081,71,Statement.execute,sqli,falsepositive
BenchmarkTest01476,66,Connection.prepareCall,sqli,falsepositive
BenchmarkTest14118,51,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest07145,59,Statement.execute,sqli,falsepositive
BenchmarkTest09661,54,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest07183,53,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest19079,51,Statement.execute,sqli,falsepositive
BenchmarkTest05265,61,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest07107,61,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest20956,51,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest02830,75,Statement.executeQuery,sqli,falsepositive
BenchmarkTest20333,50,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest20931,51,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest18455,54,Statement.execute,sqli,falsepositive
BenchmarkTest15951,54,Statement.execute,sqli,falsepositive
BenchmarkTest06516,66,Statement.addBatch,sqli,falsepositive
BenchmarkTest21013,51,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest10254,50,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest12206,51,Statement.execute,sqli,falsepositive
BenchmarkTest11571,54,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest10910,55,Statement.execute,sqli,falsepositive
BenchmarkTest03380,58,Connection.prepareCall,sqli,falsepositive
BenchmarkTest00933,76,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest04663,62,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest05934,70,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest19084,51,Statement.execute,sqli,falsepositive
BenchmarkTest17810,55,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest02834,62,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest06550,60,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest17841,55,Statement.execute,sqli,falsepositive
BenchmarkTest16570,54,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest20963,51,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest04100,63,Statement.executeQuery,sqli,falsepositive
BenchmarkTest14083,51,Statement.execute,sqli,falsepositive
BenchmarkTest07177,53,Statement.executeQuery,sqli,falsepositive
BenchmarkTest07132,54,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest01503,60,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest03394,58,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest15911,54,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest04080,63,Statement.execute,sqli,falsepositive
BenchmarkTest14037,51,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest03447,58,Statement.execute,sqli,falsepositive
BenchmarkTest04029,65,Connection.prepareCall,sqli,falsepositive
BenchmarkTest19739,54,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest02801,64,Statement.execute,sqli,falsepositive
BenchmarkTest04030,63,Connection.prepareCall,sqli,falsepositive
BenchmarkTest07130,58,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest02164,62,Statement.addBatch,sqli,falsepositive
BenchmarkTest15942,54,Statement.execute,sqli,falsepositive
BenchmarkTest01551,60,Statement.execute,sqli,falsepositive
BenchmarkTest15906,54,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest09662,54,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest15286,50,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest20315,50,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest09016,54,Statement.addBatch,sqli,falsepositive
BenchmarkTest07729,68,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest03379,58,Connection.prepareCall,sqli,falsepositive
BenchmarkTest02829,64,Statement.executeQuery,sqli,falsepositive
BenchmarkTest07144,66,Statement.execute,sqli,falsepositive
BenchmarkTest11508,54,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest14052,51,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest14110,51,Statement.executeQuery,sqli,falsepositive
BenchmarkTest02776,62,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest20927,51,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest20380,50,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest07117,53,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest20930,51,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest07192,53,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest21011,51,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest04063,76,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest07179,61,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest14741,68,Statement.execute,sqli,falsepositive
BenchmarkTest14105,51,Statement.execute,sqli,falsepositive
BenchmarkTest08393,50,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest19737,54,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest17790,55,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest14085,51,Statement.execute,sqli,falsepositive
BenchmarkTest00900,89,Statement.execute,sqli,falsepositive
BenchmarkTest06489,60,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest16536,54,Connection.prepareCall,sqli,falsepositive
BenchmarkTest21025,51,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest19742,54,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest13407,50,Connection.prepareCall,sqli,falsepositive
BenchmarkTest19106,51,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest01546,60,Statement.execute,sqli,falsepositive
BenchmarkTest07719,68,Connection.prepareCall,sqli,falsepositive
BenchmarkTest12148,51,Connection.prepareCall,sqli,falsepositive
BenchmarkTest02822,62,Statement.execute,sqli,falsepositive
BenchmarkTest02174,75,Statement.execute,sqli,falsepositive
BenchmarkTest09719,54,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest20951,51,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest15952,54,Statement.execute,sqli,falsepositive
BenchmarkTest14117,51,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest21008,51,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest15921,54,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest14120,51,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest07182,57,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest12844,54,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest17209,50,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest11521,54,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest12196,51,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest14073,51,Statement.addBatch,sqli,falsepositive
BenchmarkTest11566,54,Statement.executeQuery,sqli,falsepositive
BenchmarkTest14095,51,Statement.execute,sqli,falsepositive
BenchmarkTest07165,72,Statement.execute,sqli,falsepositive
BenchmarkTest16574,54,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest01505,58,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest11518,54,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest04658,75,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest06482,66,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest10250,50,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest02766,64,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest12782,54,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest07127,53,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest05266,59,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest20996,51,Statement.execute,sqli,falsepositive
BenchmarkTest20373,50,Statement.execute,sqli,falsepositive
BenchmarkTest08381,50,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest14042,51,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest09043,54,Statement.execute,sqli,falsepositive
BenchmarkTest15313,50,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest10249,50,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest20958,51,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest20961,51,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest12806,54,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest03462,58,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest09033,54,Statement.execute,sqli,falsepositive
BenchmarkTest14035,51,Connection.prepareStatement,sqli,falsepositive
