class,line,callee,type,label
BenchmarkTest14096,51,Statement.execute,sqli,falsepositive
BenchmarkTest10911,55,Statement.execute,sqli,truepositive
BenchmarkTest16790,48,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest11370,67,Runtime.exec,cmdi,falsepositive
BenchmarkTest03415,56,Connection.prepareStatement,sqli,truepositive
BenchmarkTest08402,50,Connection.prepareStatement,sqli,truepositive
BenchmarkTest06478,60,Connection.prepareStatement,sqli,truepositive
BenchmarkTest20976,51,Statement.execute,sqli,falsepositive
BenchmarkTest09518,67,Runtime.exec,cmdi,truepositive
BenchmarkTest17868,55,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest12672,67,Runtime.exec,cmdi,falsepositive
BenchmarkTest14552,81,Runtime.exec,cmdi,truepositive
BenchmarkTest15808,56,Runtime.exec,cmdi,falsepositive
BenchmarkTest04650,56,Connection.prepareStatement,sqli,truepositive
BenchmarkTest08994,54,Connection.prepareStatement,sqli,truepositive
BenchmarkTest03296,68,Runtime.exec,cmdi,falsepositive
BenchmarkTest12036,53,Runtime.exec,cmdi,truepositive
BenchmarkTest04060,58,Connection.prepareStatement,sqli,truepositive
BenchmarkTest19926,48,InitialDirContext.search,ldapi,truepositive
BenchmarkTest04418,85,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest15988,53,XPath.evaluate,xpathi,truepositive
BenchmarkTest12768,54,Connection.prepareCall,sqli,truepositive
BenchmarkTest10612,66,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest05993,59,DirContext.search,ldapi,falsepositive
BenchmarkTest17322,54,DirContext.search,ldapi,truepositive
BenchmarkTest04717,75,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest09879,48,InitialDirContext.search,ldapi,truepositive
BenchmarkTest16566,54,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest18923,53,Runtime.exec,cmdi,truepositive
BenchmarkTest04127,56,XPath.evaluate,xpathi,truepositive
BenchmarkTest18034,52,InitialDirContext.search,ldapi,truepositive
BenchmarkTest06344,70,Runtime.exec,cmdi,falsepositive
BenchmarkTest03894,78,Runtime.exec,cmdi,falsepositive
BenchmarkTest15151,63,Runtime.exec,cmdi,truepositive
BenchmarkTest17569,65,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest03461,65,Statement.executeUpdate,sqli,truepositive
BenchmarkTest12925,49,DirContext.search,ldapi,truepositive
BenchmarkTest17953,52,DirContext.search,ldapi,truepositive
BenchmarkTest01535,71,Statement.execute,sqli,truepositive
BenchmarkTest01244,82,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest10022,61,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest21000,51,Statement.executeQuery,sqli,falsepositive
BenchmarkTest05694,66,Runtime.exec,cmdi,truepositive
BenchmarkTest18405,54,Connection.prepareCall,sqli,falsepositive
BenchmarkTest14055,51,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest16571,54,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest20378,50,Statement.executeQuery,sqli,falsepositive
BenchmarkTest06934,56,Runtime.exec,cmdi,falsepositive
BenchmarkTest05728,68,Runtime.exec,cmdi,truepositive
BenchmarkTest09704,54,Statement.executeUpdate,sqli,truepositive
BenchmarkTest20087,60,ProcessBuilder.command,cmdi,falsepositive
BenchmarkTest09413,62,ProcessBuilder,cmdi,truepositive
BenchmarkTest20211,63,Runtime.exec,cmdi,truepositive
BenchmarkTest06517,71,Statement.addBatch,sqli,truepositive
BenchmarkTest01576,58,Statement.executeUpdate,sqli,truepositive
BenchmarkTest17237,50,Statement.execute,sqli,truepositive
BenchmarkTest10236,50,Connection.prepareStatement,sqli,truepositive
BenchmarkTest16785,49,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest19707,54,Statement.addBatch,sqli,truepositive
BenchmarkTest11909,62,ProcessBuilder.command,cmdi,falsepositive
BenchmarkTest02631,75,Runtime.exec,cmdi,truepositive
BenchmarkTest14771,68,Statement.executeUpdate,sqli,truepositive
BenchmarkTest18286,67,Runtime.exec,cmdi,truepositive
BenchmarkTest05475,61,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest19037,51,Connection.prepareStatement,sqli,truepositive
BenchmarkTest18799,60,ProcessBuilder,cmdi,truepositive
BenchmarkTest11538,54,Statement.addBatch,sqli,truepositive
BenchmarkTest03420,71,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest11285,63,ProcessBuilder,cmdi,truepositive
BenchmarkTest08363,50,Connection.prepareCall,sqli,falsepositive
BenchmarkTest05300,59,Statement.execute,sqli,falsepositive
BenchmarkTest19673,54,Connection.prepareStatement,sqli,truepositive
BenchmarkTest14135,50,XPath.evaluate,xpathi,falsepositive
BenchmarkTest04088,65,Statement.execute,sqli,truepositive
BenchmarkTest18884,64,Runtime.exec,cmdi,falsepositive
BenchmarkTest17018,52,Runtime.exec,cmdi,truepositive
BenchmarkTest09665,54,Connection.prepareStatement,sqli,truepositive
BenchmarkTest17582,63,ProcessBuilder,cmdi,truepositive
BenchmarkTest15774,67,Runtime.exec,cmdi,truepositive
BenchmarkTest14686,68,Connection.prepareStatement,sqli,truepositive
BenchmarkTest19083,51,Statement.execute,sqli,truepositive
BenchmarkTest17023,52,Runtime.exec,cmdi,truepositive
BenchmarkTest04093,76,Statement.execute,sqli,falsepositive
BenchmarkTest15184,52,Runtime.exec,cmdi,truepositive
BenchmarkTest13423,50,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest06563,58,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest11110,52,InitialDirContext.search,ldapi,truepositive
BenchmarkTest14725,68,Statement.addBatch,sqli,truepositive
BenchmarkTest11499,54,Connection.prepareCall,sqli,truepositive
BenchmarkTest19117,50,XPath.evaluate,xpathi,falsepositive
BenchmarkTest04503,62,Runtime.exec,cmdi,truepositive
BenchmarkTest16610,54,Statement.executeQuery,sqli,truepositive
BenchmarkTest11290,62,ProcessBuilder,cmdi,truepositive
BenchmarkTest17873,54,XPath.compile,xpathi,falsepositive
BenchmarkTest13299,52,Runtime.exec,cmdi,truepositive
BenchmarkTest04678,56,Statement.addBatch,sqli,truepositive
BenchmarkTest02618,60,Runtime.exec,cmdi,truepositive
BenchmarkTest01581,52,Statement.executeUpdate,sqli,truepositive
BenchmarkTest01496,71,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest02028,64,Runtime.exec,cmdi,truepositive
BenchmarkTest06491,66,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest04026,57,Connection.prepareCall,sqli,truepositive
BenchmarkTest05143,67,Runtime.exec,cmdi,truepositive
BenchmarkTest16643,53,XPath.evaluate,xpathi,truepositive
BenchmarkTest06466,52,Connection.prepareCall,sqli,truepositive
BenchmarkTest09627,54,Connection.prepareCall,sqli,truepositive
BenchmarkTest19712,54,Statement.execute,sqli,falsepositive
BenchmarkTest19033,51,Connection.prepareStatement,sqli,truepositive
BenchmarkTest18248,56,Runtime.exec,cmdi,truepositive
BenchmarkTest00266,54,Statement.addBatch,sqli,truepositive
BenchmarkTest15273,50,Connection.prepareCall,sqli,truepositive
BenchmarkTest10265,50,Statement.addBatch,sqli,falsepositive
BenchmarkTest00291,50,Connection.prepareCall,sqli,truepositive
BenchmarkTest04705,62,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest06558,52,Statement.executeUpdate,sqli,truepositive
BenchmarkTest05619,67,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest17835,55,Statement.execute,sqli,falsepositive
BenchmarkTest08274,52,Runtime.exec,cmdi,truepositive
BenchmarkTest12048,53,Runtime.exec,cmdi,truepositive
BenchmarkTest08961,54,Connection.prepareCall,sqli,truepositive
BenchmarkTest15320,50,Statement.execute,sqli,truepositive
BenchmarkTest18434,54,Connection.prepareStatement,sqli,truepositive
BenchmarkTest02744,69,Connection.prepareCall,sqli,truepositive
BenchmarkTest17056,63,Runtime.exec,cmdi,truepositive
BenchmarkTest08460,49,XPath.evaluate,xpathi,truepositive
BenchmarkTest11560,54,Statement.execute,sqli,truepositive
BenchmarkTest04683,62,Statement.execute,sqli,truepositive
BenchmarkTest07112,53,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest19534,56,Runtime.exec,cmdi,falsepositive
BenchmarkTest13396,50,Connection.prepareCall,sqli,truepositive
BenchmarkTest05304,53,Statement.execute,sqli,truepositive
BenchmarkTest07591,70,Runtime.exec,cmdi,truepositive
BenchmarkTest12234,51,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest15134,52,Runtime.exec,cmdi,truepositive
BenchmarkTest17565,66,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest04274,67,InitialDirContext.search,ldapi,truepositive
BenchmarkTest06243,60,ProcessBuilder,cmdi,truepositive
BenchmarkTest10017,61,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest04730,56,XPath.compile,xpathi,truepositive
BenchmarkTest15179,52,Runtime.exec,cmdi,truepositive
BenchmarkTest10961,54,XPath.compile,xpathi,truepositive
BenchmarkTest05867,57,Connection.prepareStatement,sqli,truepositive
BenchmarkTest08435,50,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest16412,67,Runtime.exec,cmdi,truepositive
BenchmarkTest10721,68,Runtime.exec,cmdi,truepositive
BenchmarkTest01383,60,Runtime.exec,cmdi,falsepositive
BenchmarkTest14451,76,ProcessBuilder,cmdi,truepositive
BenchmarkTest00998,58,DirContext.search,ldapi,falsepositive
BenchmarkTest13418,50,Connection.prepareStatement,sqli,truepositive
BenchmarkTest11109,52,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest06513,53,Statement.addBatch,sqli,truepositive
BenchmarkTest18409,54,Connection.prepareCall,sqli,truepositive
BenchmarkTest02828,57,Statement.executeQuery,sqli,truepositive
BenchmarkTest10282,50,Statement.executeUpdate,sqli,truepositive
BenchmarkTest14766,68,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest05118,58,Runtime.exec,cmdi,truepositive
BenchmarkTest19078,51,Statement.execute,sqli,falsepositive
BenchmarkTest11543,54,Statement.execute,sqli,truepositive
BenchmarkTest19757,54,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest20350,50,Statement.execute,sqli,truepositive
BenchmarkTest00722,86,Runtime.exec,cmdi,truepositive
BenchmarkTest17250,50,Statement.executeUpdate,sqli,truepositive
BenchmarkTest00026,68,Connection.prepareStatement,sqli,truepositive
BenchmarkTest08120,61,ProcessBuilder.command,cmdi,falsepositive
BenchmarkTest12643,55,Runtime.exec,cmdi,truepositive
BenchmarkTest18451,54,Statement.execute,sqli,truepositive
BenchmarkTest11365,55,Runtime.exec,cmdi,truepositive
BenchmarkTest11588,54,Statement.executeUpdate,sqli,truepositive
BenchmarkTest08989,54,Connection.prepareStatement,sqli,truepositive
BenchmarkTest14079,51,Statement.execute,sqli,falsepositive
BenchmarkTest09783,49,DirContext.search,ldapi,truepositive
BenchmarkTest15804,56,Runtime.exec,cmdi,truepositive
BenchmarkTest02196,56,Statement.executeUpdate,sqli,truepositive
BenchmarkTest02530,72,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest17326,53,DirContext.search,ldapi,falsepositive
BenchmarkTest19087,51,Statement.executeQuery,sqli,falsepositive
BenchmarkTest07819,67,XPath.compile,xpathi,falsepositive
BenchmarkTest17225,50,Statement.execute,sqli,falsepositive
BenchmarkTest00705,72,Runtime.exec,cmdi,truepositive
BenchmarkTest00460,69,InitialDirContext.search,ldapi,truepositive
BenchmarkTest06567,53,Statement.executeUpdate,sqli,truepositive
BenchmarkTest14721,68,Statement.addBatch,sqli,falsepositive
BenchmarkTest20935,51,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest14674,68,Connection.prepareCall,sqli,falsepositive
BenchmarkTest12217,51,Statement.execute,sqli,falsepositive
BenchmarkTest15357,50,Statement.executeUpdate,sqli,truepositive
BenchmarkTest20316,50,Connection.prepareStatement,sqli,truepositive
BenchmarkTest04536,77,Runtime.exec,cmdi,falsepositive
BenchmarkTest12797,54,Connection.prepareStatement,sqli,truepositive
BenchmarkTest08859,56,Runtime.exec,cmdi,falsepositive
BenchmarkTest07149,53,Statement.execute,sqli,falsepositive
BenchmarkTest00936,74,Statement.executeUpdate,sqli,truepositive
BenchmarkTest05931,62,Statement.executeUpdate,sqli,truepositive
BenchmarkTest08221,52,Runtime.exec,cmdi,truepositive
BenchmarkTest10952,55,Statement.executeUpdate,sqli,truepositive
BenchmarkTest01349,73,Runtime.exec,cmdi,falsepositive
BenchmarkTest05034,63,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest15050,61,ProcessBuilder.command,cmdi,falsepositive
BenchmarkTest13242,52,Runtime.exec,cmdi,truepositive
BenchmarkTest03427,55,Connection.prepareStatement,sqli,truepositive
BenchmarkTest12003,64,Runtime.exec,cmdi,truepositive
BenchmarkTest18888,64,Runtime.exec,cmdi,truepositive
BenchmarkTest00052,50,Connection.prepareCall,sqli,truepositive
BenchmarkTest07962,48,InitialDirContext.search,ldapi,truepositive
BenchmarkTest00190,54,XPath.compile,xpathi,truepositive
BenchmarkTest09042,54,Statement.execute,sqli,truepositive
BenchmarkTest13497,49,XPath.compile,xpathi,truepositive
BenchmarkTest08970,54,Connection.prepareStatement,sqli,truepositive
BenchmarkTest05109,59,Runtime.exec,cmdi,truepositive
BenchmarkTest19703,54,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest19656,54,Connection.prepareCall,sqli,truepositive
BenchmarkTest07121,54,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest11348,56,Runtime.exec,cmdi,truepositive
BenchmarkTest11509,54,Connection.prepareStatement,sqli,truepositive
BenchmarkTest07760,68,Statement.addBatch,sqli,truepositive
BenchmarkTest04649,62,Connection.prepareStatement,sqli,truepositive
BenchmarkTest05700,72,Runtime.exec,cmdi,falsepositive
BenchmarkTest01559,66,Statement.executeQuery,sqli,falsepositive
BenchmarkTest14573,81,Runtime.exec,cmdi,truepositive
BenchmarkTest10888,55,Connection.prepareStatement,sqli,truepositive
BenchmarkTest04488,71,Runtime.exec,cmdi,truepositive
BenchmarkTest01560,53,Statement.executeQuery,sqli,truepositive
BenchmarkTest17779,55,Connection.prepareCall,sqli,truepositive
BenchmarkTest12558,64,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest06457,56,Connection.prepareCall,sqli,truepositive
BenchmarkTest13411,50,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest00691,73,Runtime.exec,cmdi,truepositive
BenchmarkTest18190,63,ProcessBuilder,cmdi,truepositive
BenchmarkTest08598,53,InitialDirContext.search,ldapi,truepositive
BenchmarkTest16542,54,Connection.prepareCall,sqli,falsepositive
BenchmarkTest05745,77,Runtime.exec,cmdi,falsepositive
BenchmarkTest03436,58,Statement.execute,sqli,falsepositive
BenchmarkTest10935,55,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest12397,53,InitialDirContext.search,ldapi,truepositive
BenchmarkTest08860,56,Runtime.exec,cmdi,truepositive
BenchmarkTest01475,58,Connection.prepareCall,sqli,falsepositive
BenchmarkTest16041,52,DirContext.search,ldapi,truepositive
BenchmarkTest16381,56,Runtime.exec,cmdi,truepositive
BenchmarkTest15374,49,XPath.compile,xpathi,falsepositive
BenchmarkTest05884,62,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest09728,53,XPath.evaluate,xpathi,falsepositive
BenchmarkTest07166,59,Statement.execute,sqli,falsepositive
BenchmarkTest20181,63,Runtime.exec,cmdi,falsepositive
BenchmarkTest14665,68,Connection.prepareCall,sqli,truepositive
BenchmarkTest04876,58,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest05289,72,Statement.addBatch,sqli,truepositive
BenchmarkTest15757,56,Runtime.exec,cmdi,falsepositive
BenchmarkTest07512,78,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest17936,53,DirContext.search,ldapi,truepositive
BenchmarkTest06365,59,Runtime.exec,cmdi,truepositive
BenchmarkTest01261,60,ProcessBuilder,cmdi,truepositive
BenchmarkTest20952,51,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest01985,59,Runtime.exec,cmdi,truepositive
BenchmarkTest12812,54,Statement.addBatch,sqli,truepositive
BenchmarkTest14590,70,Runtime.exec,cmdi,truepositive
BenchmarkTest05952,74,XPath.compile,xpathi,falsepositive
BenchmarkTest00919,78,Statement.executeUpdate,sqli,truepositive
BenchmarkTest07622,81,Runtime.exec,cmdi,falsepositive
BenchmarkTest21024,51,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest05698,64,Runtime.exec,cmdi,falsepositive
BenchmarkTest14274,67,InitialDirContext.search,ldapi,truepositive
BenchmarkTest02652,64,Runtime.exec,cmdi,truepositive
BenchmarkTest03776,68,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest09682,54,Statement.execute,sqli,truepositive
BenchmarkTest12149,51,Connection.prepareCall,sqli,truepositive
BenchmarkTest02187,62,Statement.execute,sqli,falsepositive
BenchmarkTest13490,50,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest08119,61,ProcessBuilder.command,cmdi,falsepositive
BenchmarkTest15959,54,Statement.execute,sqli,truepositive
BenchmarkTest05160,59,Runtime.exec,cmdi,truepositive
BenchmarkTest16626,54,Statement.executeUpdate,sqli,truepositive
BenchmarkTest02218,62,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest00860,70,Connection.prepareStatement,sqli,truepositive
BenchmarkTest05997,54,DirContext.search,ldapi,truepositive
BenchmarkTest10860,55,Connection.prepareStatement,sqli,truepositive
BenchmarkTest17169,50,Connection.prepareCall,sqli,truepositive
BenchmarkTest16595,54,Statement.execute,sqli,truepositive
BenchmarkTest08418,50,Statement.execute,sqli,truepositive
BenchmarkTest09644,54,Connection.prepareStatement,sqli,truepositive
BenchmarkTest17852,55,Statement.executeQuery,sqli,truepositive
BenchmarkTest18265,67,Runtime.exec,cmdi,truepositive
BenchmarkTest03267,78,Runtime.exec,cmdi,falsepositive
BenchmarkTest14080,51,Statement.execute,sqli,falsepositive
BenchmarkTest14535,70,Runtime.exec,cmdi,truepositive
BenchmarkTest16296,63,ProcessBuilder,cmdi,falsepositive
BenchmarkTest19442,63,ProcessBuilder,cmdi,truepositive
BenchmarkTest09514,67,Runtime.exec,cmdi,truepositive
BenchmarkTest14749,68,Statement.executeQuery,sqli,truepositive
BenchmarkTest12819,54,Statement.execute,sqli,truepositive
BenchmarkTest04784,51,DirContext.search,ldapi,truepositive
BenchmarkTest05914,64,Statement.execute,sqli,truepositive
BenchmarkTest19697,54,Connection.prepareStatement,sqli,truepositive
BenchmarkTest05282,67,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest08387,50,Connection.prepareStatement,sqli,truepositive
BenchmarkTest12020,64,Runtime.exec,cmdi,truepositive
BenchmarkTest10212,50,Connection.prepareCall,sqli,falsepositive
BenchmarkTest14111,51,Statement.executeQuery,sqli,falsepositive
BenchmarkTest17650,57,Runtime.exec,cmdi,truepositive
BenchmarkTest12857,54,Statement.executeUpdate,sqli,truepositive
BenchmarkTest02142,57,Connection.prepareStatement,sqli,truepositive
BenchmarkTest10127,63,Runtime.exec,cmdi,truepositive
BenchmarkTest04111,57,Statement.executeUpdate,sqli,truepositive
BenchmarkTest20357,50,Statement.execute,sqli,truepositive
BenchmarkTest20312,50,Connection.prepareStatement,sqli,truepositive
BenchmarkTest18860,53,Runtime.exec,cmdi,falsepositive
BenchmarkTest03521,61,DirContext.search,ldapi,falsepositive
BenchmarkTest13452,50,Statement.execute,sqli,falsepositive
BenchmarkTest12187,51,Connection.prepareStatement,sqli,truepositive
BenchmarkTest15798,56,Runtime.exec,cmdi,truepositive
BenchmarkTest04519,82,Runtime.exec,cmdi,truepositive
BenchmarkTest04064,58,Connection.prepareStatement,sqli,truepositive
BenchmarkTest12870,53,XPath.compile,xpathi,falsepositive
BenchmarkTest05244,54,Connection.prepareCall,sqli,truepositive
BenchmarkTest13439,50,Connection.prepareStatement,sqli,truepositive
BenchmarkTest06327,72,Runtime.exec,cmdi,truepositive
BenchmarkTest00932,83,Statement.executeUpdate,sqli,truepositive
BenchmarkTest18479,54,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest20395,50,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest17216,50,Statement.execute,sqli,truepositive
BenchmarkTest12992,49,InitialDirContext.search,ldapi,truepositive
BenchmarkTest17182,50,Connection.prepareCall,sqli,truepositive
BenchmarkTest08249,63,Runtime.exec,cmdi,truepositive
BenchmarkTest02004,75,Runtime.exec,cmdi,truepositive
BenchmarkTest05030,83,ProcessBuilder.command,cmdi,falsepositive
BenchmarkTest10096,52,Runtime.exec,cmdi,truepositive
BenchmarkTest17039,63,Runtime.exec,cmdi,falsepositive
BenchmarkTest01345,53,Runtime.exec,cmdi,truepositive
BenchmarkTest15160,63,Runtime.exec,cmdi,falsepositive
BenchmarkTest02854,56,Statement.executeUpdate,sqli,truepositive
BenchmarkTest01506,71,Connection.prepareStatement,sqli,truepositive
BenchmarkTest01597,59,XPath.evaluate,xpathi,falsepositive
BenchmarkTest12803,54,Connection.prepareStatement,sqli,truepositive
BenchmarkTest10923,55,Statement.execute,sqli,truepositive
BenchmarkTest10879,55,Connection.prepareStatement,sqli,truepositive
BenchmarkTest14834,49,DirContext.search,ldapi,truepositive
BenchmarkTest12800,54,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest08982,54,Connection.prepareStatement,sqli,truepositive
BenchmarkTest04662,64,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest10876,55,Connection.prepareStatement,sqli,truepositive
BenchmarkTest14831,49,DirContext.search,ldapi,truepositive
BenchmarkTest14564,80,Runtime.exec,cmdi,falsepositive
BenchmarkTest17266,49,XPath.compile,xpathi,falsepositive
BenchmarkTest18636,49,InitialDirContext.search,ldapi,truepositive
BenchmarkTest06626,53,DirContext.search,ldapi,falsepositive
BenchmarkTest12684,56,Runtime.exec,cmdi,truepositive
BenchmarkTest20215,52,Runtime.exec,cmdi,falsepositive
BenchmarkTest14561,81,Runtime.exec,cmdi,truepositive
BenchmarkTest20096,58,ProcessBuilder,cmdi,truepositive
BenchmarkTest11289,63,ProcessBuilder,cmdi,falsepositive
BenchmarkTest12929,48,DirContext.search,ldapi,truepositive
BenchmarkTest04699,56,Statement.executeQuery,sqli,truepositive
BenchmarkTest05298,72,Statement.execute,sqli,falsepositive
BenchmarkTest02281,60,DirContext.search,ldapi,truepositive
BenchmarkTest18859,53,Runtime.exec,cmdi,falsepositive
BenchmarkTest01509,56,Connection.prepareStatement,sqli,truepositive
BenchmarkTest05757,64,Runtime.exec,cmdi,truepositive
BenchmarkTest15163,63,Runtime.exec,cmdi,truepositive
BenchmarkTest01487,53,Connection.prepareStatement,sqli,truepositive
BenchmarkTest20778,53,Runtime.exec,cmdi,falsepositive
BenchmarkTest02130,61,Connection.prepareCall,sqli,truepositive
BenchmarkTest17040,63,Runtime.exec,cmdi,falsepositive
BenchmarkTest20193,63,Runtime.exec,cmdi,falsepositive
BenchmarkTest20099,58,ProcessBuilder,cmdi,falsepositive
BenchmarkTest03465,71,Statement.executeUpdate,sqli,truepositive
BenchmarkTest07178,72,Statement.executeQuery,sqli,falsepositive
BenchmarkTest07877,48,DirContext.search,ldapi,truepositive
BenchmarkTest01248,68,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest06353,84,Runtime.exec,cmdi,falsepositive
BenchmarkTest16397,67,Runtime.exec,cmdi,truepositive
BenchmarkTest10737,68,Runtime.exec,cmdi,falsepositive
BenchmarkTest05940,62,Statement.executeUpdate,sqli,truepositive
BenchmarkTest02529,66,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest01531,53,Statement.execute,sqli,truepositive
BenchmarkTest06356,78,Runtime.exec,cmdi,truepositive
BenchmarkTest00907,78,Statement.executeQuery,sqli,truepositive
BenchmarkTest15748,56,Runtime.exec,cmdi,truepositive
BenchmarkTest07150,72,Statement.execute,sqli,falsepositive
BenchmarkTest03292,57,Runtime.exec,cmdi,truepositive
BenchmarkTest08431,50,Statement.executeQuery,sqli,truepositive
BenchmarkTest02640,75,Runtime.exec,cmdi,truepositive
BenchmarkTest07634,70,Runtime.exec,cmdi,truepositive
BenchmarkTest20964,51,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest21012,51,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest01997,57,Runtime.exec,cmdi,truepositive
BenchmarkTest16583,54,Statement.addBatch,sqli,falsepositive
BenchmarkTest11559,54,Statement.execute,sqli,truepositive
BenchmarkTest13402,50,Connection.prepareCall,sqli,falsepositive
BenchmarkTest09395,64,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest20366,50,Statement.execute,sqli,truepositive
BenchmarkTest14750,68,Statement.executeQuery,sqli,truepositive
BenchmarkTest17191,50,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest02643,64,Runtime.exec,cmdi,truepositive
BenchmarkTest20369,50,Statement.execute,sqli,truepositive
BenchmarkTest06529,53,Statement.execute,sqli,truepositive
BenchmarkTest08409,50,Connection.prepareStatement,sqli,truepositive
BenchmarkTest08406,50,Connection.prepareStatement,sqli,truepositive
BenchmarkTest17864,55,Statement.executeUpdate,sqli,truepositive
BenchmarkTest03411,66,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest02353,61,InitialDirContext.search,ldapi,truepositive
BenchmarkTest19719,54,Statement.execute,sqli,falsepositive
BenchmarkTest16614,54,Statement.executeQuery,sqli,falsepositive
BenchmarkTest17194,50,Connection.prepareStatement,sqli,truepositive
BenchmarkTest15984,53,XPath.compile,xpathi,falsepositive
BenchmarkTest00237,52,Runtime.exec,cmdi,truepositive
BenchmarkTest05159,63,Runtime.exec,cmdi,falsepositive
BenchmarkTest17839,55,Statement.execute,sqli,truepositive
BenchmarkTest19049,51,Connection.prepareStatement,sqli,truepositive
BenchmarkTest03279,71,Runtime.exec,cmdi,falsepositive
BenchmarkTest18274,66,Runtime.exec,cmdi,truepositive
BenchmarkTest07776,68,Statement.execute,sqli,truepositive
BenchmarkTest01918,70,ProcessBuilder,cmdi,falsepositive
BenchmarkTest06495,53,Connection.prepareStatement,sqli,truepositive
BenchmarkTest09656,54,Connection.prepareStatement,sqli,truepositive
BenchmarkTest16617,54,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest18787,62,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest18277,66,Runtime.exec,cmdi,truepositive
BenchmarkTest11021,52,DirContext.search,ldapi,truepositive
BenchmarkTest14589,70,Runtime.exec,cmdi,falsepositive
BenchmarkTest16302,62,ProcessBuilder,cmdi,truepositive
BenchmarkTest14737,68,Statement.execute,sqli,truepositive
BenchmarkTest02913,59,DirContext.search,ldapi,truepositive
BenchmarkTest19071,51,Statement.execute,sqli,falsepositive
BenchmarkTest08375,50,Connection.prepareCall,sqli,truepositive
BenchmarkTest12032,64,Runtime.exec,cmdi,falsepositive
BenchmarkTest10224,50,Connection.prepareStatement,sqli,truepositive
BenchmarkTest01588,52,XPath.compile,xpathi,truepositive
BenchmarkTest19770,53,XPath.evaluate,xpathi,truepositive
BenchmarkTest13427,50,Connection.prepareStatement,sqli,truepositive
BenchmarkTest03877,64,Runtime.exec,cmdi,falsepositive
BenchmarkTest01518,52,Connection.prepareStatement,sqli,truepositive
BenchmarkTest14038,51,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest18872,53,Runtime.exec,cmdi,truepositive
BenchmarkTest19433,65,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest00989,59,DirContext.search,ldapi,truepositive
BenchmarkTest14708,68,Connection.prepareStatement,sqli,truepositive
BenchmarkTest00322,51,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest09653,54,Connection.prepareStatement,sqli,falsepositive
